Date,Racecourse,Time of Day,Surface,Race Type,Country
2025-12-29,Doncaster (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-12-29,Kelso (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-12-29,Newbury (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-12-29,Newcastle () () (),,,,UK
2025-12-30,Haydock (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-12-30,Taunton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-12-30,Wolverhampton () () (),,,,UK
2025-12-31,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-12-31,Uttoxeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-12-31,Warwick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
