Date,Racecourse,Time of Day,Surface,Race Type,Country
2025-04-09,Nottingham (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-09,Taunton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-10,Hereford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-10,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-04-10,Newcastle () () (),,,,UK
2025-04-10,Newton Abbot (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-11,Ayr (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-11,Exeter (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-04-11,Fontwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-11,Newbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-11,Sedgefield (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-04-12,Ayr (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-12,Bangor-on-Dee (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-12,Brighton (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-04-12,Newbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-12,Nottingham (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-04-12,Thirsk (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-13,Musselburgh (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-13,Stratford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-13,Wincanton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-14,Hexham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-14,Pontefract (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-14,Warwick (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-04-15,Kempton (Evening) () (Flat),Evening,,Flat,UK
2025-04-15,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-15,Southwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-16,Beverley (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-16,Cheltenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-16,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-16,Wincanton (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-04-17,Cheltenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-17,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-17,Ripon (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-17,Taunton (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-04-18,Chelmsford City (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-04-18,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-04-18,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-04-19,Carlisle (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-19,Haydock (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-19,Huntingdon (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-19,Musselburgh (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-19,Newton Abbot (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-19,Wolverhampton () () (),,,,UK
2025-04-20,Bath (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-20,Market Rasen (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-20,Plumpton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-20,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-04-21,Chepstow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-21,Fakenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-21,Kempton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-04-21,Plumpton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-21,Redcar (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-21,Wolverhampton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-04-22,Epsom Downs (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-22,Hereford (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-04-22,Kelso (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-22,Thirsk (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-04-22,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-23,Catterick (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-23,Lingfield (Evening) () (Flat),Evening,,Flat,UK
2025-04-23,Ludlow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-23,Perth (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-23,Taunton (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-04-24,Bangor-on-Dee (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-04-24,Beverley (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-24,Chelmsford City (Evening) () (Flat),Evening,,Flat,UK
2025-04-24,Perth (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-24,Warwick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-25,Chepstow (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-04-25,Doncaster (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-25,Fontwell (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-04-25,Perth (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-25,Sandown (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-26,Doncaster (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-04-26,Haydock (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-26,Leicester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-26,Ripon (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-26,Sandown (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-04-26,Wolverhampton (Evening) () (Flat),Evening,,Flat,UK
2025-04-27,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-04-27,Wetherby (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-28,Ayr (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-28,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-04-28,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-04-28,Wolverhampton (Evening) () (Flat),Evening,,Flat,UK
2025-04-29,Brighton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-29,Nottingham (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-29,Wolverhampton (Evening) () (Flat),Evening,,Flat,UK
2025-04-30,Ascot (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-30,Brighton (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-04-30,Pontefract (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-04-30,Southwell (Evening) () (Flat),Evening,,Flat,UK
2025-05-01,Ayr (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-01,Chelmsford City (Evening) () (Flat),Evening,,Flat,UK
2025-05-01,Redcar (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-01,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-05-01,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-02,Cheltenham (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-02,Goodwood (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-02,Musselburgh (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-02,Newcastle (Evening) () (Flat),Evening,,Flat,UK
2025-05-02,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-03,Doncaster (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-03,Goodwood (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-03,Hexham (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-03,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-03,Thirsk (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-03,Uttoxeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-04,Hamilton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-04,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-04,Salisbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-05,Bath (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-05,Beverley (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-05,Kempton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-05-05,Warwick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-05,Windsor (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-06,Fakenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-06,Ffos Las (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-06,Wolverhampton (Evening) () (Flat),Evening,,Flat,UK
2025-05-06,Worcester (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-07,Chester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-07,Fontwell (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-07,Kelso (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-07,Kempton (Evening) () (Flat),Evening,,Flat,UK
2025-05-07,Newton Abbot (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-08,Brighton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-08,Chelmsford City (Evening) () (Flat),Evening,,Flat,UK
2025-05-08,Chester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-08,Huntingdon (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-08,Stratford (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-09,Ascot (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-09,Chester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-09,Hereford (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-09,Market Rasen (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-09,Nottingham (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-09,Ripon (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-10,Ascot (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-10,Haydock (Afternoon) (Turf) (),Afternoon,Turf,,UK
2025-05-10,Hexham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-10,Leicester (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-10,Lingfield (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-10,Nottingham (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-10,Warwick (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-11,Ludlow (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-11,Newcastle (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-05-11,Plumpton (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-12,Catterick (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-12,Southwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-12,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-12,Wolverhampton (Evening) () (Flat),Evening,,Flat,UK
2025-05-13,Beverley (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-13,Chepstow (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-13,Sedgefield (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-13,Worcester (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-14,Bath (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-14,Newton Abbot (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-14,Perth (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-14,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-14,York (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-15,Fontwell (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-15,Kempton (Evening) () (Flat),Evening,,Flat,UK
2025-05-15,Perth (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-15,Salisbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-15,York (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-16,Aintree (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-16,Hamilton (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-16,Newbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-16,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-16,York (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-17,Bangor-on-Dee (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-17,Doncaster (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-17,Newbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-17,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-17,Thirsk (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-17,Uttoxeter (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-18,Newmarket (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-18,Ripon (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-18,Stratford (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-19,Carlisle (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-19,Redcar (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-19,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-19,Wolverhampton (Evening) () (Flat),Evening,,Flat,UK
2025-05-20,Hexham (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-20,Huntingdon (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-20,Lingfield (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-20,Nottingham (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-20,Southwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-21,Ayr (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-21,Brighton (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-21,Chepstow (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-21,Kempton (Evening) () (Flat),Evening,,Flat,UK
2025-05-21,Warwick (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-22,Chelmsford City (Evening) () (Flat),Evening,,Flat,UK
2025-05-22,Ffos Las (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-22,Haydock (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-22,Wolverhampton (Evening) () (Flat),Evening,,Flat,UK
2025-05-22,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-23,Bath (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-23,Goodwood (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-23,Haydock (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-23,Pontefract (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-23,Worcester (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-24,Beverley (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-24,Cartmel (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-24,Catterick (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-24,Goodwood (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-24,Haydock (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-24,Salisbury (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-24,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-25,Fontwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-25,Kelso (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-25,Uttoxeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-26,Cartmel (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-26,Huntingdon (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-26,Leicester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-26,Redcar (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-26,Windsor (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-27,Brighton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-27,Leicester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-27,Redcar (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-27,Wolverhampton (Evening) () (Flat),Evening,,Flat,UK
2025-05-28,Beverley (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-28,Cartmel (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-28,Hamilton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-28,Kempton (Evening) () (Flat),Evening,,Flat,UK
2025-05-28,Newton Abbot (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-05-29,Carlisle (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-29,Lingfield (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-29,Ripon (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-29,Sandown (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-29,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-30,Brighton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-30,Carlisle (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-30,Catterick (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-30,Chepstow (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-30,Haydock (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-30,Stratford (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-31,Chester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-31,Haydock (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-05-31,Lingfield (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-05-31,Southwell (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-05-31,Stratford (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-05-31,York (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-01,Chelmsford City (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-06-01,Fakenham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-01,Nottingham (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-02,Brighton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-02,Market Rasen (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-02,Wetherby (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-02,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-03,Leicester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-03,Lingfield (Evening) () (Flat),Evening,,Flat,UK
2025-06-03,Southwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-03,Wolverhampton (Evening) () (Flat),Evening,,Flat,UK
2025-06-04,Newton Abbot (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-04,Nottingham (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-04,Ripon (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-04,Warwick (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-06-05,Chelmsford City (Evening) () (Flat),Evening,,Flat,UK
2025-06-05,Ffos Las (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-06-05,Hamilton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-05,Lingfield (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-06-05,Uttoxeter (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-06,Bangor-on-Dee (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-06,Bath (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-06,Doncaster (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-06,Epsom Downs (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-06,Goodwood (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-06,Thirsk (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-07,Chepstow (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-07,Doncaster (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-07,Epsom Downs (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-07,Hexham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-07,Lingfield (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-07,Musselburgh (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-07,Worcester (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-08,Goodwood (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-08,Perth (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-09,Brighton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-09,Pontefract (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-09,Southwell (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-09,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-10,Catterick (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-10,Fontwell (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-06-10,Salisbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-10,Wolverhampton (Afternoon) () (Flat),Afternoon,,Flat,UK
2025-06-11,Hamilton (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-11,Kempton (Evening) () (Flat),Evening,,Flat,UK
2025-06-11,Lingfield (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-11,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-12,Chelmsford City (Evening) () (Flat),Evening,,Flat,UK
2025-06-12,Newbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-12,Nottingham (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-12,Worcester (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-06-12,Yarmouth (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-13,Chester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-13,Goodwood (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-13,Market Rasen (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-06-13,Newton Abbot (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-06-13,Sandown (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-13,York (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-14,Bath (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-14,Chester (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-14,Hexham (Afternoon) (Turf) (Jumps),Afternoon,Turf,Jumps,UK
2025-06-14,Leicester (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-14,Sandown (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-14,Uttoxeter (Evening) (Turf) (Jumps),Evening,Turf,Jumps,UK
2025-06-14,York (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-15,Doncaster (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-15,Hamilton (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-15,Salisbury (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-16,Carlisle (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-16,Chepstow (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-16,Windsor (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
2025-06-16,Wolverhampton (Evening) () (Flat),Evening,,Flat,UK
2025-06-17,Ascot (Afternoon) (Turf) (Flat),Afternoon,Turf,Flat,UK
2025-06-17,Beverley (Evening) (Turf) (Flat),Evening,Turf,Flat,UK
